state,item_name,rasa,virya,vipaka,dosha_impact,effect_on_agni,best_use_case
Mizoram,Chakham,"Sweet, Bitter",Heating,Bitter,Pacifies Kapha,Stimulates Agni,Used in thick curries
Mizoram,Kawhnam,"Bitter, Astringent",Cooling,Astringent,Pacifies Pitta,Aids digestion,Served with rice
Mizoram,Chhumtaw,"Sweet, Salty",Heating,Sweet,Balances Vata and Kapha,Enhances Agni,Great for evening snacks
Mizoram,Lungfah,"Bitter, Astringent",Cooling,Bitter,Pacifies Pitta,Regulates Agni,Used in traditional salads
Mizoram,Tui Zawng,"Sweet, Sour",Cooling,Sweet,Balances all doshas,Gently supports Agni,Traditional accompaniment for any meal
Mizoram,Khawtchhunga,"Sweet, Salty",Heating,Sweet,Pacifies Vata,Stimulates Agni,Snacking item
Mizoram,Dukthang,"Bitter, Sweet",Cooling,Bitter,Pacifies Pitta,Regulates Agni,Used in roasted vegetable preparations
Mizoram,Chau Guh,"Pungent, Bitter",Heating,Pungent,Pacifies Kapha,Enhances Agni,Excellent for enhancing flavors in dishes
Nagaland,Bamboo Shoot Curry,"Kashaya, Amla",Ushna,Madhura,Pacifies Vata and Kapha,Stimulates Agni,"Digestive issues, enhancing appetite"
Nagaland,Anishi,"Amla, Katu",Ushna,Katu,Balances Vata,Enhances digestive fire,"Nutritional support, especially in lean seasons"
Nagaland,Rice Beer (Zutho),"Amla, Madhura",Ushna,Katu,Increases Pitta,Enhances Agni slightly,"Social gatherings, festive occasions"
Nagaland,Smoked Pork with Bamboo Shoots,"Kashaya, Amla",Ushna,Madhura,Balances Vata and Kapha,Enhances Agni,Celebratory meals and potlucks
Nagaland,Fried Snake Gourd,"Amla, Katu",Ushna,Katu,Balances Kapha,Stimulates Agni,Side dish for main meals
Nagaland,Chutney made from Naga King Chili,"Ushna, Katu",Ushna,Katu,Increases Pitta,Enhances Agni significantly,Accompanying main dishes
Nagaland,Naga Tofu,"Madhura, Amla",Shita,Madhura,Balances Vata and Pitta,Neutral,Vegetarian protein source in meals
Nagaland,Vegetable Stew,"Madhura, Amla",Ushna,Madhura,Balancing for Vata and Kapha,Soothing to Agni,Comfort food during cold weather
Nagaland,Karkalo (Yellow Pumpkin Mash),"Madhura, Amla",Shita,Madhura,Balances Vata,Neutral effect on Agni,Healthy side dish
Nagaland,Khilong (Spicy Fermented Soybean),"Amla, Katu",Ushna,Katu,Increases Pitta,Stimulates Agni,Flavor enhancer for meals
Nagaland,Pork with Long Green Beans,"Amla, Katu",Ushna,Madhura,Balances Vata,Enhances digestive fire,Main dish for family meals
Nagaland,Akhuni (Fermented Soybean),"Amla, Katu",Ushna,Katu,Increases Pitta,Increases Agni,Flavor enhancer for main dishes
Nagaland,Steamed Vegetables,"Madhura, Amla",Ushna,Madhura,Pacifies Vata,Soothing to Agni,Healthy meal component
Nagaland,Momos with Vegetable Filling,"Madhura, Katu",Ushna,Madhura,Balances Vata,Stimulates Agni,Snack or meal option
Nagaland,Naga Rice (Red Rice),Madhura,Ushna,Madhura,Balances all doshas,Sustaining for Agni,Staple food item
Nagaland,Chura (Flattened Rice),Madhura,Shita,Madhura,Neutral effect,"Moderate, gentle on Agni",Light snacks or breakfast
Nagaland,Tungtong (Vegetable Pancakes),"Madhura, Amla",Ushna,Madhura,Balances Vata,Stimulates Agni,Snack or light meal
Nagaland,Bhut Jalokia Relish,Katu,Ushna,Katu,Increases Pitta,Significantly enhances Agni,Spicy condiment for meals
Nagaland,Kharro (Vegetable & Rice Mix),"Madhura, Amla",Ushna,Madhura,Balances all doshas,Enhances Agni slightly,Traditional meal
Nagaland,Naga Salad (with herbs and greens),"Amla, Katu",Ushna,Katu,Balances Pitta,Enhances Agni,Refreshing side dish in meals
Nagaland,"Khar (Spicy, Tangy Dish)","Amla, Katu",Ushna,Katu,Increases Pitta,Stimulates Agni,Main or side dish
Nagaland,Zogho (Spicy Leafy Green Dish),"Madhura, Amla",Ushna,Madhura,Balances Vata,Enhances Agni,Nutrient-dense vegetable dish
Nagaland,Chayote Salad,"Madhura, Amla",Ushna,Madhura,Balances Vata,Soothing to Agni,Light side dish
Nagaland,Mixed Vegetable Stir-Fry,"Amla, Katu",Ushna,Madhura,Balances Vata and Kapha,Enhances Agni,Accompaniment to rice dishes
Nagaland,Sticky Rice with Vegetables,Madhura,Shita,Madhura,Balances all doshas,Supports Agni,"Comfort food, enjoyed at gatherings"
Nagaland,Wild Mushroom Curry,"Amla, Katu",Ushna,Madhura,Balances Vata,Stimulates Agni,Foraging seasonal dish
Nagaland,Zutho,Sour,Cooling,Sweet,Pacifies Pitta,Moderate,Refreshing drink during summer
Nagaland, Bamboo Shoot Curry,Bitter,Heating,Pungent,Pacifies Vata,Increases,Rich in fiber for digestion
Nagaland,Loksa,Salty,Neutral,Salty,Pacifies Vata,Enhances,Delightful snack
Nagaland,Akhuni,Pungent,Heating,Pungent,Pacifies Kapha,Stimulates,Flavor enhancer in dishes
Nagaland,Naga Rice,Sweet,Heating,Sweet,Pacifies Vata and Pitta,Mildly enhances,Staple food item
Nagaland,Pork Bhaji (Vegetarian version with mushrooms),Savory,Heating,Pungent,Pacifies Vata,Stimulates,Side dish with rice
Nagaland,Vegetable Chow,Savory,Neutral,Sweet,Balances all doshas,Moderate,Healthy meal option
Nagaland,Khar,Bitter,Neutral,Bitter,Pacifies Kapha,Enhances,Detoxifying dish
Nagaland,Fermented Soybean,Salty,Neutral,Savory,Pacifies Vata and Kapha,Stimulates,As a condiment
Nagaland,Naga Chutney,Spicy,Heating,Pungent,Pacifies Vata,Stimulates,Spicy accompaniment
Nagaland,Vegetable Patra,Savory,Neutral,Sweet,Balances all doshas,Moderate,Light snack
Nagaland,Raw Mango Salad,Sour,Cooling,Sweet,Pacifies Pitta,Enhances,Light refreshing dish
Nagaland,Methi Curry,Bitter,Heating,Pungent,Pacifies Kapha,Enhances,Digestive aid
Nagaland,Pumpkin Soup,Sweet,Cooling,Sweet,Balances all doshas,Moderate,Comfort food
Nagaland,Rice Flour Pancakes,Sweet,Neutral,Sweet,Balances all doshas,Mildly enhances,Breakfast item
Nagaland,Vegetable Biryani,Savory,Heating,Sweet,Pacifies Vata,Enhances,Festive meal
Nagaland,Sago Pudding,Sweet,Cooling,Sweet,Balances all doshas,Mildly enhances,Dessert
Nagaland,Rajma (Kidney Beans),Savory,Heating,Sweet,Balances Pitta,Enhances,High protein meal
Nagaland,Sweet Potato Mash,Sweet,Cooling,Sweet,Balances Vata,Mildly enhances,Comfort food during winter
Nagaland,Steamed Vegetables with Ginger,Pungent,Heating,Pungent,Balances Vata and Pitta,Stimulates,Healthy side dish
Nagaland,Cabbage and Potato Curry,Savory,Neutral,Sweet,Balances all doshas,Moderate,Everyday meal
Nagaland,Dried Fish Curry (Vegetarian version with jackfruit),Salty,Heating,Pungent,Balancing to Kapha and Vata,Stimulates,Unique vegetarian alternative
Nagaland,Anishi,Bitter,Heating,Sweet,Balances Vata and Kapha,Enhances Agni,"Used in traditional meals, often paired with rice."
Nagaland,Bamboo Shoot,Sour,Heating,Pungent,Balances Vata and Pitta,Stimulates Agni,Served in curries or pickles.
Nagaland,Kanghou,Bitter,Cooling,Bitter,Primarily balances Pitta,Light on Agni,A popular dish often stir-fried with minimal spices.
Nagaland,Dal,"Sweet, Bitter",Heating,Sweet,Balances all doshas when cooked properly,Strengthens Agni,"A staple dish, served with rice."
Nagaland,Tzukang,Bitter,Heating,Bitter,Balances Vata and Kapha,Enhances Agni,Can be used in various dishes for flavor.
Nagaland,Chura Sabzi,"Bitter, Astringent",Heating,Sour,Balances Vata and Pitta,Stimulates Agni,Vegetable stir-fry served as a side dish.
Nagaland,Akhuni,Pungent,Heating,Pungent,Increases Pitta,Enhances Agni,Fermented soybean used as a flavoring agent.
Nagaland,Ngari,Pungent,Heating,Pungent,Increases Pitta,Enhances Agni,Used in various dishes for a unique flavor.
Nagaland,Vegetable Pakora,"Bitter, Pungent",Heating,Pungent,Balances Vata,Stimulates Agni,Served as a snack or appetizer.
Nagaland,Khar,Bitter,Heating,Pungent,Balances Kapha,Increases Agni,A traditional dish made with raw papaya.
Nagaland,Bhut Jolokia Pickle,Pungent,Heating,Pungent,Increases Pitta,Stimulates Agni,Used as a spice or condiment in meals.
Nagaland,Naga Cabbage Salad,Bitter,Cooling,Sweet,Balances Vata and Pitta,Light on Agni,Served as a refreshing accompaniment.
Nagaland,Pungent Spinach Curry,"Sour, Pungent",Heating,Pungent,Increases Pitta,Enhances Agni,A unique curry served with rice.
Nagaland,Rice,Sweet,Neutral,Sweet,Balancing for all doshas,Strengthens Agni,Staple food item served in every meal.
Nagaland,Stir-Fried Wild Greens,"Bitter, Astringent",Cooling,Sweet,Balances Vata and Pitta,Light on Agni,Served as a side dish.
Nagaland,Kholar (Yellow Pumpkin) Curry,Sweet,Heating,Sweet,Balances all doshas,Stimulates Agni,Commonly served with rice.
Nagaland,Naga Thai Curry,"Spicy, Bitter",Heating,Pungent,Increases Pitta,Enhances Agni,A spicy curry with various vegetables.
Nagaland,Fermented Mustard Greens,Bitter,Heating,Pungent,Balances Vata and Pitta,Stimulates Agni,Used as a side dish or condiment.
Nagaland,Stir-Fried Rice with Greens,"Sweet, Salty",Heating,Sweet,Balances Vata,Enhances Agni,A quick meal option.
Nagaland,Mixed Vegetable Curry,"Sweet, Astringent",Heating,Sweet,Balances all doshas,Stimulates Agni,A hearty dish served with rice.
Nagaland,Sweet Potato Mash,Sweet,Cooling,Sweet,Balances Vata,Sustains Agni,Served as a sweet side dish.
Nagaland,Garlic Rice,Pungent,Heating,Pungent,Increases Pitta,Enhances Agni,Popular comfort food.
Nagaland,Vegetable Thukpa,"Salty, Spicy",Heating,Pungent,Balances Kapha,Stimulates Agni,Warm and nourishing soup.
Nagaland,Anishi,Bitter,Cooling,Sweet,Pacifies Pitta and Kapha,Stimulates digestion,Used as a side dish.
Nagaland,Raja Mircha,Pungent,Heating,Pungent,"Aggravates Pitta, Kapha",Enhances digestive fire,Used in pickles and curries.
Nagaland,Kandong,Sweet,Neutral,Sweet,Balances all doshas,Supports digestion,Served as a salad or side dish.
Nagaland,Fermented Bamboo Shoot,Sour,Cooling,Sour,"Aggravates Vata, Balances Kapha",Stimulates digestive enzymes,Used in curries and stews.
Nagaland,Vinegar Leaf,Sour,Heating,Sour,Aggravates Vata,Enhances digestive fire,Used in chutneys.
Nagaland,Tzulu,Bitter,Cooling,Bitter,Pacifies Pitta,Supports digestive health,Consumed as a main dish.
Nagaland,Cucumber Salad,Sweet,Cooling,Sweet,Balances Pitta,Soothes digestion,Served as a refreshing side dish.
Nagaland,Mango Pickle,Sour,Heating,Sour,Aggravates Pitta,Increases appetite,Served with rice or roti.
Nagaland,Sticky Rice,Sweet,Neutral,Sweet,Balances Vata and Pitta,Provides sustenance,Main component of meals.
Nagaland,Naga-style Dal,Savory,Neutral,Sweet,Balances all doshas,Aids digestion,Served with rice.
Nagaland,Porky Veggie Curry,Savory,Heating,Savory,Aggravates Pitta,Enhances digestive capacity,Served as a main dish.
Nagaland,Bamboo Steamed Rice Cake,Sweet,Neutral,Sweet,Balances Kapha,Easily digestible,As a dessert or snack.
Nagaland,Bamboo Shoot Salad,Sour,Cooling,Sour,Pacifies Vata,Supports digestive function,Served as an appetizer.
Nagaland,Umm,Pungent,Heating,Pungent,Aggravates Pitta,Stimulates appetite,Used in side dishes.
Nagaland,Soya Bean Pudding,Sweet,Cooling,Sweet,Balances all doshas,Supports gentle digestion,Served as a dessert.
Nagaland,Fermented Soybean,Salty,Heating,Salty,Aggravates Pitta,Increases digestive capacity,Used in main dishes.
Nagaland,Tofu Curry,Savory,Heating,Savory,Aggravates Pitta,Enhances digestion,Served with rice.
Nagaland,Vegetable Pakora,Pungent,Heating,Pungent,Aggravates Pitta,Stimulates appetite,Snack or appetizer.
Nagaland,Pumpkin Curry,Sweet,Cooling,Sweet,Balances Vata,Supports digestion,As a main dish.
Nagaland,Wild Green Leaf Soup,Bitter,Cooling,Bitter,Balances Pitta,Aids digestion,Served as a starter.
Nagaland,Chickpea Salad,Savory,Neutral,Sweet,Balances Vata and Pitta,Supports digestive health,As a side dish.
Nagaland,Rice and Vegetable Mix,Savory,Neutral,Savory,Balances all doshas,Easily digestible,Main part of a meal.
Odisha,Dalma,"Madhura, Amla",Ushna,Madhura,Balances Vata and Kapha,Agni Enhancer,Main course for protein
Odisha,Pakhala Bhata,"Amla, Manda",Shita,Katu,Balances Pitta,Cooling effect,Summer meal for hydration
Odisha,Chhena Poda,Madhura,Ushna,Madhura,Balances Vata and Pitta,Agni Enhancer,Dessert for special occasions
Odisha,Aloo Potala Rasa,"Amla, Katu",Ushna,Madhura,Balances Vata,Agni Enhancer,Side dish with rice
Odisha,Badi Chura,"Madhura, Katu",Ushna,Katu,Balances Vata,Agni Enhancer,Accompaniment to rice
Odisha,Kanji,"Amla, Tikta",Shita,Amla,Balances Pitta,Cooling effect,Digestive aid
Odisha,Rugda,"Madhura, Amla",Ushna,Madhura,Balances Vata and Kapha,Agni Enhancer,Main course dish
Odisha,Puri,Madhura,Ushna,Madhura,Balances Vata,Agni Enhancer,Breakfast item
Odisha,Sama Rice Khichdi,"Madhura, Amla",Ushna,Madhura,Balances Vata and Pitta,Agni Enhancer,Light meal for detox
Odisha,Bhendi Masala,"Amla, Katu",Ushna,Katu,Balances Vata,Agni Enhancer,Side dish with roti
Odisha,Macha Ghanta,"Madhura, Katu",Ushna,Madhura,Balances Vata and Kapha,Agni Enhancer,Accompaniment for rice
Odisha,Kora Khichdi,"Madhura, Amla",Ushna,Madhura,Balances Vata,Agni Enhancer,Comfort food
Odisha,Muri Ghanta,"Madhura, Amla",Ushna,Madhura,Balances Vata and Kapha,Agni Enhancer,Traditional feast item
Odisha,Gaja,Madhura,Ushna,Madhura,Balances Vata,Agni Enhancer,Snacking or dessert
Odisha,Bihari Litti,"Madhura, Amla",Ushna,Madhura,Balances Vata,Agni Enhancer,Main course
Odisha,Khichadi,"Madhura, Amla",Ushna,Madhura,Balances Vata and Kapha,Agni Enhancer,Accompaniment for curries
Odisha,Bhaaji,"Katu, Tikta",Ushna,Katu,Balances Vata and Kapha,Agni Enhancer,Side dish with rice
Odisha,Bora,"Katu, Amla",Ushna,Katu,Balances Vata,Agni Enhancer,Snacking item
Odisha,Patra,"Amla, Madhura",Ushna,Madhura,Balances Vata and Kapha,Agni Enhancer,Main dish for celebration
Odisha,Farcha,Madhura,Ushna,Madhura,Balances Vata,Agni Enhancer,Festival food
Odisha,Pitha,Madhura,Ushna,Madhura,Balances Vata and Kapha,Agni Enhancer,Traditional sweet
Odisha,Kharas,"Madhura, Katu",Ushna,Madhura,Balances Vata,Agni Enhancer,Snacking or appetizer
Odisha,Pakhala Bhata,"Madhura, Amla",Ushna,Madhura,"Balances Vata and Pitta, aggravates Kapha",Cooling effect,"Ideal for hot weather, promotes hydration"
Odisha,Dalma,"Madhura, Amla",Ushna,Madhura,"Balances Vata and Kapha, can aggravate Pitta",Sustains Agni,Nutritious dish with lentils and vegetables
Odisha,Enduri Pitha,Madhura,Ushna,Madhura,Balances Vata and Kapha,Raising effect,Traditional rice-based sweet dish
Odisha,Chhena Poda,Madhura,Ushna,Madhura,Balances Vata and Pitta,Moderate Agni stimulant,Popular dessert made from cheese
Odisha,Badi Chura,"Katu, Amla",Ushna,Katu,"Balances Kapha, can aggravate Vata and Pitta",Stimulating effect,"Sidedish with rice, spicy and tangy"
Odisha,Dahi Pakhal,"Madhura, Amla",Ushna,Madhura,"Balances Pitta and Vata, aggravates Kapha",Cooling effect,"Good for digestion, served with soaked rice"
Odisha,Macha Jhuri,"Katu, Amla",Ushna,Katu,"Balances Kapha, aggravates Vata",Stimulating effect,Fish flavored vegetarian snack
Odisha,Khichdi,"Madhura, Amla",Ushna,Madhura,Balances all doshas,Promotes Agni,"Comfort food, easily digestible"
Odisha,Pitha,"Madhura, Amla",Ushna,Madhura,Balancing all doshas,Moderate effect,"Steamed rice cakes, served with chutney"
Odisha,Sora Pitha,Madhura,Ushna,Madhura,Balances Vata and Pitta,Light on Agni,Festive rice cake with coconut filling
Odisha,Kanika,Madhura,Ushna,Madhura,Balances Vata and Pitta,Elevates Agni,Sweet rice made with coconut and jaggery
Odisha,Bhatia Bharta,"Katu, Amla",Ushna,Katu,"Balances Kapha, can aggravate Vata",Heating effect,Roasted brinjal mash with spices
Odisha,Methi Roti,"Katu, Amla",Ushna,Katu,Balances Vata and Kapha,Enlivens Agni,Healthy flatbread made with fenugreek
Odisha,Aloo Potala Rasa,"Madhura, Amla",Ushna,Madhura,Balances Vata and Kapha,Moderate effect,Substantial potato and pointed gourd curry
Odisha,Santula,"Madhura, Amla",Ushna,Madhura,Balances all doshas,Moderate effect,"Mixed vegetable dish, lightly spiced"
Odisha,Kadhi,"Amla, Katu",Ushna,Madhura,"Balances Pitta, can aggravate Vata",Stimulating effect,Yogurt-based curry with spices
Odisha,Chura Narikol,Madhura,Ushna,Madhura,Balances Kapha and Vata,Cooling effect,"Rice flake dish with coconut, sweet"
Odisha,Patra,"Katu, Amla",Ushna,Katu,"Balances Kapha, can aggravate Vata",Heating effect,Steamed colocasia leaves with spices
Odisha,Banga Alu,"Madhura, Amla",Ushna,Madhura,Balances all doshas,Moderate effect,Curry made with tomatoes and potato
Odisha,Rasgulla,Madhura,Ushna,Madhura,Balances all doshas,Cooling effect,Famous sweet dish made from chhena
Odisha,Sambhar,"Amla, Katu",Ushna,Madhura,Balances Vata and Kapha,Stimulating effect,Spicy lentil soup with vegetables
Odisha,Pipli,Katu,Ushna,Katu,"Balances Kapha, can aggravate Vata",Heating effect,Spice blend used in various dishes
Odisha,Pakhala,"Madhura, Amla",Ushna,Madhura,Pitta and Vata pacifying,Cooling,Hot summer days for hydration
Odisha,Dalma,"Madhura, Lavan",Ushna,Madhura,Kapha balancing,Stimulating,Nutritional balance for meals
Odisha,Chhena Poda,Madhura,Ushna,Madhura,Pacifies Vata and Pitta,Neutral heating,Dessert for special occasions
Odisha,Aloo Potala Rasa,"Madhura, Amla",Ushna,Madhura,Balancing for all doshas,Stimulating,Comfort food during monsoon
Odisha,Kanika,Madhura,Ushna,Madhura,Pacifies Vata,Nourishing,Sweet rice for festivals
Odisha,Dahi Pakhala,"Madhura, Amla",Ushna,Madhura,Pitta pacifying,Cooling,Post-meal cooling effect
Odisha,Macha Boda,"Madhura, Lavan",Ushna,Madhura,Balances Kapha,Digestive aid,Starter dish in meals
Odisha,Upma,"Madhura, Lavan",Ushna,Madhura,Pacifies Vata,Stimulating,Breakfast option
Odisha,Badi Chura,"Amla, Lavan",Ushna,Madhura,Kapha pacifying,Heating,Accompaniment to rice
Odisha,Farcha,"Madhura, Lavan",Ushna,Madhura,Pacifies Vata and Kapha,Digestive stimulant,Appetizer
Odisha,Sabudana Khichdi,Madhura,Ushna,Madhura,Vata and Pitta balancing,Stimulating,Fasting food
Odisha,Muri Murgi,"Madhura, Amla",Ushna,Madhura,Balancing for Vata,Tmpering,Tea-time snack
Odisha,Pithas,Madhura,Ushna,Madhura,Pacifies Vata and Kapha,Cooling,Festive sweet treats
Odisha,Khichdi,"Madhura, Lavan",Ushna,Madhura,Balances all doshas,Nutritive,Healing food when unwell
Odisha,Besara,"Amla, Lavan",Ushna,Madhura,Pitta pacifying,Digestive aid,Side dish with rice
Odisha,Puri,"Madhura, Amla",Ushna,Madhura,Pacifies Vata and Pitta,Digestive stimulating,Main course with special meals
Odisha,Chhatu,"Madhura, Amla",Ushna,Madhura,Balancing for all doshas,Neutral,Cultural festival serving
Odisha,Dal Podi,Madhura,Ushna,Madhura,Balances Vata and Pitta,Stimulating,Chutney accompaniment
Odisha,Rasa Golla,Madhura,Ushna,Madhura,Balancing,Cooling,Sweet dish for celebrations
Odisha,Dhokla,"Madhura, Amla",Ushna,Madhura,Vata pacifying,Stimulating,Breakfast or snacks
Odisha,Chai,"Amla, Lavan",Ushna,Madhura,Kapha pacifying,Digestive stimulant,Beverage with snacks
Odisha,Pakhala Bhata,"Madhura, Amla",Ushna,Madhura,Pitta and Vata calming,Cooling,Refreshing meal option
Odisha,Alu Bhorta,"Madhura, Amla",Ushna,Madhura,Pitta pacifying,Digestive aid,Side dish with rice
Odisha,Dalma,"Madhura, Amla",Usna,Madhura,Vata-Pitta,Digestive enhancer,Nutritional meal for cold weather
Odisha,Pakhala Bhata,"Amla, Madhura",Sheeta,Madhura,Pitta-Kapha,Cooling effect,Meal for hot summer days
Odisha,Chhena Poda,Madhura,Ushna,Madhura,Vata-Pitta,Supports digestion,Dessert for celebrations
Odisha,Aloo Pitika,"Madhura, Amla",Sheeta,Madhura,Vata-Kapha,Mildly increases digestion,Side dish with rice
Odisha,Macha Ghanta,"Amla, Katu",Usna,Katu,Vata-Pitta,Stimulates digestive fire,Main dish in winter
Odisha,Dahi Pakhala,"Madhura, Amla",Sheeta,Madhura,Pitta-Kapha,Cooling effect,Refreshing summer meal
Odisha,Kanika,"Madhura, Amla",Ushna,Madhura,Pitta-Vata,Supports digestion,Sweet dish for occasions
Odisha,Aloo Badi,"Katu, Tikta",Ushna,Katu,Pitta-Kapha,Enhances digestive fire,Accompaniment to rice
Odisha,Sukha Macha,Amla,Usna,Katu,Vata-Pitta,Stimulates appetite,Spicy dish for colder climates
Odisha,Chhatua,Madhura,Usna,Madhura,Vata-Pitta,Strengthens digestion,Energy booster for breakfast
Odisha,Patra Poda,"Amla, Katu",Usna,Katu,Vata-Kapha,Stimulating,Snack item
Odisha,Vegetable Korma,"Madhura, Amla",Usna,Madhura,Vata-Kapha,Balances digestion,Main dish with bread
Odisha,Khatta,"Amla, Katu",Usna,Katu,Pitta-Vata,Aids digestion,Tangy side dish
